data,localidade,temp_min,temp_max,chuva_mm,evaporacao,horas_sol,vento_rajada_direcao,vento_rajada_velocidade,vento_direcao_9h,vento_direcao_15h,vento_veloc_9h,vento_veloc_15h,umidade_9h,umidade_15h,pressao_9h,pressao_15h,nuvem_9h,nuvem_15h,temp_9h,temp_15h,choveu_hoje,chove_amanha,ano,mes,dia,cluster_temp_min,cluster_temp_max,cluster_temp_9h,cluster_temp_15h,cluster_umidade_9h,cluster_umidade_15h,cluster_chuva_mm,cluster_rajada_vento,cluster_hora_sol,cluster_pressao_at_9h,cluster_pressao_at_15h,cluster_nuvem_9h
2013-05-01,Melbourne,9.3,16.5,0.0,2.6,3.1,SW,59.0,NW,SSW,15.0,30.0,66.0,79.0,1021.5,1021.6,7.0,6.0,12.9,14.2,No,Yes,2013,5,1,frio,ameno,ameno,ameno,ameno,tropical,seco,forte,poucas horas de sol,alta,alta,parcialmente nublado
2013-05-02,Melbourne,7.0,18.3,1.8,2.4,10.2,ENE,26.0,NNW,ENE,6.0,6.0,76.0,44.0,1028.5,1025.8,1.0,1.0,9.4,17.0,Yes,No,2013,5,2,frio,ameno,frio,ameno,tropical,ameno,seco,moderado,muitas horas de sol,alta,alta,parcialmente nublado
2013-05-06,Melbourne,5.7,19.0,2.0,2.2,9.0,NE,37.0,NW,NNE,7.0,15.0,74.0,37.0,1026.9,1023.0,3.0,5.0,7.2,18.8,Yes,No,2013,5,6,frio,ameno,frio,ameno,tropical,seca,seco,moderado,médias horas de sol,alta,alta,parcialmente nublado
2013-05-07,Melbourne,7.2,20.2,0.8,3.0,4.7,N,52.0,N,N,11.0,30.0,84.0,42.0,1026.9,1024.2,7.0,5.0,11.6,18.7,No,No,2013,5,7,frio,quente,ameno,ameno,tropical,ameno,seco,forte,médias horas de sol,alta,alta,parcialmente nublado
2013-05-08,Melbourne,10.5,23.0,0.0,4.6,9.3,N,56.0,N,N,30.0,31.0,62.0,35.0,1028.0,1024.9,3.0,6.0,13.6,22.6,No,No,2013,5,8,ameno,quente,ameno,quente,ameno,seca,seco,forte,muitas horas de sol,alta,alta,parcialmente nublado
2013-05-09,Melbourne,13.5,25.5,0.0,7.2,9.8,N,48.0,N,NNE,33.0,20.0,57.0,40.0,1028.5,1026.7,1.0,1.0,17.7,25.0,No,No,2013,5,9,ameno,quente,ameno,quente,ameno,seca,seco,forte,muitas horas de sol,alta,alta,parcialmente nublado
2013-05-13,Melbourne,14.3,17.0,0.4,5.0,4.5,W,54.0,N,W,20.0,33.0,56.0,71.0,1013.0,1010.7,7.0,7.0,15.3,12.8,No,Yes,2013,5,13,ameno,ameno,ameno,ameno,ameno,tropical,seco,forte,poucas horas de sol,normal,normal,parcialmente nublado
2013-05-14,Melbourne,7.8,13.6,2.4,3.8,5.2,NNW,52.0,N,NNW,30.0,22.0,68.0,67.0,1011.4,1009.4,3.0,7.0,9.6,11.5,Yes,Yes,2013,5,14,frio,ameno,frio,ameno,ameno,ameno,moderada,forte,médias horas de sol,normal,normal,parcialmente nublado
2013-05-15,Melbourne,9.3,16.1,2.2,2.8,3.6,NW,59.0,N,N,33.0,37.0,72.0,59.0,1007.3,1002.9,5.0,7.0,11.5,14.8,Yes,Yes,2013,5,15,frio,ameno,ameno,ameno,tropical,ameno,moderada,forte,poucas horas de sol,baixa,baixa,parcialmente nublado
2013-05-16,Melbourne,10.3,16.0,8.6,2.6,2.1,WSW,67.0,W,SW,31.0,31.0,72.0,81.0,1007.1,1008.8,7.0,7.0,12.8,12.1,Yes,Yes,2013,5,16,ameno,ameno,ameno,ameno,tropical,tropical,moderada,forte,poucas horas de sol,baixa,baixa,parcialmente nublado
2013-05-20,Melbourne,10.7,13.9,0.4,3.4,0.7,N,48.0,N,NNW,33.0,20.0,70.0,79.0,1016.0,1013.5,7.0,7.0,12.3,13.3,No,Yes,2013,5,20,ameno,ameno,ameno,ameno,ameno,tropical,seco,forte,poucas horas de sol,normal,normal,parcialmente nublado
2013-05-21,Melbourne,7.4,17.0,5.2,0.6,7.2,WNW,26.0,NW,N,11.0,7.0,82.0,53.0,1018.0,1015.5,7.0,3.0,9.4,15.4,Yes,No,2013,5,21,frio,ameno,frio,ameno,tropical,ameno,moderada,moderado,médias horas de sol,normal,normal,parcialmente nublado
2013-05-22,Melbourne,6.3,15.4,0.0,1.4,1.1,NE,24.0,N,ENE,9.0,9.0,74.0,54.0,1013.3,1011.4,7.0,7.0,8.5,14.5,No,No,2013,5,22,frio,ameno,frio,ameno,tropical,ameno,seco,moderado,poucas horas de sol,normal,normal,parcialmente nublado
2013-05-23,Melbourne,5.6,17.0,0.0,1.4,8.8,SE,39.0,SSW,SSE,9.0,26.0,80.0,56.0,1020.5,1020.5,1.0,3.0,11.6,15.9,No,No,2013,5,23,frio,ameno,ameno,ameno,tropical,ameno,seco,moderado,médias horas de sol,alta,alta,parcialmente nublado
2013-05-28,Melbourne,5.2,18.3,0.0,1.2,7.1,NNE,56.0,NNW,N,7.0,30.0,88.0,53.0,1029.5,1025.9,7.0,6.0,7.2,17.4,No,No,2013,5,28,frio,ameno,frio,ameno,tropical,ameno,seco,forte,médias horas de sol,alta,alta,parcialmente nublado
2013-05-29,Melbourne,7.2,18.9,0.0,2.6,2.7,N,52.0,N,NNW,26.0,28.0,71.0,37.0,1026.0,1023.0,7.0,8.0,12.1,18.5,No,Yes,2013,5,29,frio,ameno,ameno,ameno,tropical,seca,seco,forte,poucas horas de sol,alta,alta,nublado
2013-05-30,Melbourne,12.1,15.7,1.2,2.8,0.0,N,41.0,N,N,28.0,24.0,69.0,88.0,1023.0,1021.7,8.0,8.0,15.1,14.5,Yes,Yes,2013,5,30,ameno,ameno,ameno,ameno,ameno,tropical,seco,forte,poucas horas de sol,alta,alta,nublado
2013-06-03,Melbourne,10.3,15.8,57.8,0.4,0.5,SSW,33.0,SW,SW,20.0,13.0,73.0,58.0,1025.2,1024.1,7.0,7.0,12.7,14.6,Yes,No,2013,6,3,ameno,ameno,ameno,ameno,tropical,ameno,extrema,moderado,poucas horas de sol,alta,alta,parcialmente nublado
2013-06-05,Melbourne,12.0,14.2,0.0,0.8,0.2,N,63.0,NNE,NNE,17.0,28.0,75.0,63.0,1023.2,1019.1,7.0,7.0,12.5,14.0,No,No,2013,6,5,ameno,ameno,ameno,ameno,tropical,ameno,seco,forte,poucas horas de sol,alta,alta,parcialmente nublado
2013-06-06,Melbourne,12.5,17.3,0.0,1.8,3.2,N,57.0,N,NNW,26.0,31.0,70.0,51.0,1017.2,1014.1,7.0,6.0,13.3,17.0,No,Yes,2013,6,6,ameno,ameno,ameno,ameno,ameno,ameno,seco,forte,poucas horas de sol,normal,normal,parcialmente nublado
2013-06-11,Melbourne,9.7,14.9,0.4,3.2,0.0,N,59.0,N,N,39.0,20.0,71.0,74.0,1018.6,1016.0,7.0,7.0,12.7,13.9,No,No,2013,6,11,frio,ameno,ameno,ameno,tropical,tropical,seco,forte,poucas horas de sol,normal,normal,parcialmente nublado
2013-06-12,Melbourne,9.4,13.5,0.4,0.4,0.0,SSE,26.0,W,S,9.0,15.0,82.0,88.0,1012.2,1008.2,8.0,8.0,11.4,13.2,No,Yes,2013,6,12,frio,ameno,ameno,ameno,tropical,tropical,seco,moderado,poucas horas de sol,normal,baixa,nublado
2013-06-13,Melbourne,10.8,13.0,9.8,1.0,0.0,SSE,48.0,SSE,S,20.0,20.0,88.0,91.0,1008.9,1009.0,8.0,8.0,12.8,12.5,Yes,Yes,2013,6,13,ameno,ameno,ameno,ameno,tropical,tropical,moderada,forte,poucas horas de sol,baixa,baixa,nublado
2013-06-17,Melbourne,7.2,12.1,2.0,1.4,0.1,S,26.0,WSW,S,13.0,17.0,86.0,82.0,1016.1,1014.3,7.0,7.0,8.8,11.8,Yes,Yes,2013,6,17,frio,ameno,frio,ameno,tropical,tropical,seco,moderado,poucas horas de sol,normal,normal,parcialmente nublado
2013-06-18,Melbourne,8.5,15.9,1.6,1.8,5.1,S,30.0,W,S,11.0,20.0,79.0,57.0,1018.6,1019.0,7.0,4.0,11.7,14.5,Yes,No,2013,6,18,frio,ameno,ameno,ameno,tropical,ameno,seco,moderado,médias horas de sol,normal,normal,parcialmente nublado
2013-06-19,Melbourne,4.8,15.0,0.0,1.0,8.0,SSE,30.0,WNW,SSE,9.0,17.0,85.0,51.0,1027.3,1015.8,3.0,4.0,6.3,21.8,No,No,2013,6,19,frio,ameno,frio,quente,tropical,ameno,seco,moderado,médias horas de sol,alta,normal,parcialmente nublado
2013-06-20,Melbourne,2.3,15.2,0.0,1.0,8.6,NNE,31.0,N,N,15.0,15.0,87.0,43.0,1026.1,1022.1,1.0,3.0,3.9,13.9,No,No,2013,6,20,frio,ameno,frio,ameno,tropical,ameno,seco,moderado,médias horas de sol,alta,alta,parcialmente nublado
2013-06-21,Melbourne,3.2,15.4,0.0,1.4,9.0,N,31.0,N,N,20.0,15.0,82.0,44.0,1021.8,1019.6,4.0,4.0,4.7,14.3,No,No,2013,6,21,frio,ameno,frio,ameno,tropical,ameno,seco,moderado,médias horas de sol,alta,alta,parcialmente nublado
2013-06-22,Melbourne,2.9,14.8,0.0,0.8,9.0,N,26.0,N,SSE,17.0,13.0,74.0,59.0,1025.8,1025.2,4.0,4.0,4.9,13.8,No,No,2013,6,22,frio,ameno,frio,ameno,tropical,ameno,seco,moderado,médias horas de sol,alta,alta,parcialmente nublado
2013-06-23,Melbourne,1.5,14.2,0.0,1.8,9.0,N,24.0,N,SSE,13.0,9.0,86.0,50.0,1031.7,1028.9,4.0,4.0,3.1,13.4,No,No,2013,6,23,frio,ameno,frio,ameno,tropical,ameno,seco,moderado,médias horas de sol,alta,alta,parcialmente nublado
2013-06-24,Melbourne,2.1,12.1,0.0,0.8,1.3,N,19.0,WNW,SW,11.0,9.0,97.0,72.0,1029.3,1026.7,4.0,7.0,4.2,11.4,No,No,2013,6,24,frio,ameno,frio,ameno,tropical,tropical,seco,leve,poucas horas de sol,alta,alta,parcialmente nublado
2013-06-25,Melbourne,4.0,17.2,0.0,0.2,7.2,ESE,22.0,SSE,SE,11.0,9.0,94.0,55.0,1026.6,1023.1,8.0,5.0,6.7,15.4,No,No,2013,6,25,frio,ameno,frio,ameno,tropical,ameno,seco,moderado,médias horas de sol,alta,alta,parcialmente nublado
2013-06-26,Melbourne,2.9,17.5,0.0,1.4,8.5,N,30.0,N,NE,17.0,13.0,86.0,48.0,1024.3,1021.0,4.0,4.0,4.7,16.5,No,No,2013,6,26,frio,ameno,frio,ameno,tropical,ameno,seco,moderado,médias horas de sol,alta,alta,parcialmente nublado
2013-06-27,Melbourne,4.7,17.6,0.0,1.6,4.6,N,31.0,N,N,19.0,13.0,75.0,44.0,1022.9,1020.6,4.0,4.0,6.7,16.6,No,No,2013,6,27,frio,ameno,frio,ameno,tropical,ameno,seco,moderado,poucas horas de sol,alta,alta,parcialmente nublado
2013-06-28,Melbourne,6.7,16.9,0.0,1.0,7.5,N,24.0,N,S,13.0,9.0,86.0,53.0,1025.2,1023.2,4.0,5.0,7.8,16.0,No,No,2013,6,28,frio,ameno,frio,ameno,tropical,ameno,seco,moderado,médias horas de sol,alta,alta,parcialmente nublado
2013-06-29,Melbourne,6.7,14.5,0.0,1.4,3.2,N,26.0,W,S,9.0,11.0,90.0,81.0,1028.0,1026.9,4.0,4.0,8.0,12.1,No,No,2013,6,29,frio,ameno,frio,ameno,tropical,tropical,seco,moderado,poucas horas de sol,alta,alta,parcialmente nublado
2013-06-30,Melbourne,5.4,18.3,0.0,1.0,6.1,WNW,35.0,N,W,15.0,17.0,88.0,56.0,1027.5,1024.2,4.0,4.0,7.4,17.1,No,No,2013,6,30,frio,ameno,frio,ameno,tropical,ameno,seco,moderado,médias horas de sol,alta,alta,parcialmente nublado
2013-07-01,Melbourne,7.4,18.1,0.0,2.2,0.9,W,48.0,NNW,WNW,24.0,17.0,63.0,52.0,1023.5,1021.0,7.0,7.0,14.4,17.7,No,Yes,2013,7,1,frio,ameno,ameno,ameno,ameno,ameno,seco,forte,poucas horas de sol,alta,alta,parcialmente nublado
2013-07-02,Melbourne,12.7,19.2,1.6,2.0,8.2,NW,43.0,NNW,NW,22.0,26.0,68.0,39.0,1022.7,1020.5,7.0,6.0,13.6,17.9,Yes,No,2013,7,2,ameno,ameno,ameno,ameno,ameno,seca,seco,forte,médias horas de sol,alta,alta,parcialmente nublado
2013-07-03,Melbourne,9.9,16.0,0.0,3.0,9.1,N,69.0,N,N,24.0,35.0,73.0,53.0,1022.3,1018.2,3.0,1.0,10.8,15.1,No,No,2013,7,3,frio,ameno,ameno,ameno,tropical,ameno,seco,forte,médias horas de sol,alta,normal,parcialmente nublado
2013-07-04,Melbourne,9.6,16.3,0.0,4.0,4.3,N,78.0,N,N,48.0,43.0,64.0,44.0,1009.2,1003.0,6.0,7.0,10.5,15.7,No,No,2013,7,4,frio,ameno,ameno,ameno,ameno,ameno,seco,tempestade,poucas horas de sol,normal,baixa,parcialmente nublado
2013-07-08,Melbourne,4.3,15.1,4.4,1.0,7.6,SW,26.0,N,SSW,17.0,9.0,83.0,61.0,1032.9,1032.6,1.0,6.0,5.4,12.4,Yes,No,2013,7,8,frio,ameno,frio,ameno,tropical,ameno,moderada,moderado,médias horas de sol,alta,alta,parcialmente nublado
2013-07-09,Melbourne,3.1,14.5,0.0,2.6,8.2,N,24.0,N,ENE,17.0,11.0,87.0,62.0,1037.3,1033.1,1.0,3.0,4.2,12.6,No,No,2013,7,9,frio,ameno,frio,ameno,tropical,ameno,seco,moderado,médias horas de sol,alta,alta,parcialmente nublado
2013-07-10,Melbourne,3.1,15.2,0.0,1.8,9.5,NNE,43.0,N,NNE,15.0,22.0,80.0,40.0,1032.9,1030.2,1.0,1.0,4.5,14.5,No,No,2013,7,10,frio,ameno,frio,ameno,tropical,seca,seco,forte,muitas horas de sol,alta,alta,parcialmente nublado
2013-07-11,Melbourne,4.2,16.0,0.0,2.2,3.3,N,43.0,N,N,17.0,30.0,77.0,50.0,1034.0,1030.3,7.0,7.0,6.0,15.7,No,No,2013,7,11,frio,ameno,frio,ameno,tropical,ameno,seco,forte,poucas horas de sol,alta,alta,parcialmente nublado
2013-07-15,Melbourne,12.5,19.5,18.0,1.2,5.7,N,43.0,NNW,SW,20.0,9.0,79.0,55.0,1019.5,1018.6,3.0,6.0,13.7,17.6,Yes,No,2013,7,15,ameno,ameno,ameno,ameno,tropical,ameno,forte,forte,médias horas de sol,alta,normal,parcialmente nublado
2013-07-16,Melbourne,10.6,16.7,0.0,1.4,4.9,NNE,37.0,N,N,17.0,24.0,89.0,63.0,1023.0,1020.9,3.0,7.0,11.4,16.1,No,No,2013,7,16,ameno,ameno,ameno,ameno,tropical,ameno,seco,moderado,médias horas de sol,alta,alta,parcialmente nublado
2013-07-17,Melbourne,10.5,18.2,0.0,1.8,3.8,N,63.0,N,N,22.0,26.0,80.0,55.0,1020.4,1016.6,7.0,7.0,12.9,17.4,No,No,2013,7,17,ameno,ameno,ameno,ameno,tropical,ameno,seco,forte,poucas horas de sol,alta,normal,parcialmente nublado
2013-07-18,Melbourne,12.9,23.3,0.0,1.6,5.5,NW,80.0,N,N,28.0,37.0,63.0,47.0,1011.4,1005.6,6.0,7.0,18.0,21.8,No,Yes,2013,7,18,ameno,quente,ameno,quente,ameno,ameno,seco,tempestade,médias horas de sol,normal,baixa,parcialmente nublado
2013-07-22,Melbourne,6.4,14.3,20.0,1.4,4.9,NNW,46.0,N,NW,11.0,19.0,77.0,44.0,1015.0,1015.2,7.0,7.0,8.0,13.9,Yes,Yes,2013,7,22,frio,ameno,frio,ameno,tropical,ameno,forte,forte,médias horas de sol,normal,normal,parcialmente nublado
2013-07-23,Melbourne,8.0,13.9,3.2,2.0,0.9,S,39.0,SW,S,20.0,26.0,85.0,65.0,1024.0,1025.9,7.0,7.0,10.6,13.1,Yes,No,2013,7,23,frio,ameno,ameno,ameno,tropical,ameno,moderada,moderado,poucas horas de sol,alta,alta,parcialmente nublado
2013-07-24,Melbourne,10.6,14.4,0.0,0.6,0.8,S,26.0,SSW,S,7.0,19.0,61.0,60.0,1032.5,1030.6,7.0,7.0,12.0,13.2,No,No,2013,7,24,ameno,ameno,ameno,ameno,ameno,ameno,seco,moderado,poucas horas de sol,alta,alta,parcialmente nublado
2013-07-25,Melbourne,4.1,12.4,0.0,2.0,3.3,N,70.0,N,N,31.0,31.0,75.0,60.0,1028.4,1025.0,7.0,7.0,7.8,11.6,No,No,2013,7,25,frio,ameno,frio,ameno,tropical,ameno,seco,tempestade,poucas horas de sol,alta,alta,parcialmente nublado
2013-07-29,Melbourne,12.2,19.5,5.0,2.8,9.6,N,43.0,N,NNW,26.0,24.0,76.0,48.0,1017.9,1015.1,1.0,2.0,13.4,18.9,Yes,Yes,2013,7,29,ameno,ameno,ameno,ameno,tropical,ameno,moderada,forte,muitas horas de sol,normal,normal,parcialmente nublado
2013-07-30,Melbourne,10.3,16.2,2.2,2.2,7.6,W,35.0,W,SSE,17.0,13.0,80.0,44.0,1022.0,1022.1,3.0,4.0,11.1,15.6,Yes,No,2013,7,30,ameno,ameno,ameno,ameno,tropical,ameno,moderada,moderado,médias horas de sol,alta,alta,parcialmente nublado
2013-07-31,Melbourne,3.6,15.7,0.0,2.4,8.8,N,20.0,N,SW,9.0,6.0,81.0,47.0,1026.0,1023.0,4.0,4.0,5.2,14.9,No,No,2013,7,31,frio,ameno,frio,ameno,tropical,ameno,seco,moderado,médias horas de sol,alta,alta,parcialmente nublado
2013-08-01,Melbourne,5.2,14.8,0.0,2.0,8.2,N,41.0,N,NNW,20.0,24.0,73.0,44.0,1023.1,1019.1,3.0,6.0,8.7,13.3,No,No,2013,8,1,frio,ameno,frio,ameno,tropical,ameno,seco,forte,médias horas de sol,alta,alta,parcialmente nublado
2013-08-05,Melbourne,9.4,16.1,17.0,2.2,2.7,N,69.0,N,N,28.0,35.0,67.0,59.0,1012.7,1008.4,6.0,7.0,12.3,14.8,Yes,Yes,2013,8,5,frio,ameno,ameno,ameno,ameno,ameno,forte,forte,poucas horas de sol,normal,baixa,parcialmente nublado
2013-08-06,Melbourne,11.0,16.8,6.2,3.6,6.1,SW,69.0,WNW,W,26.0,26.0,66.0,36.0,1007.4,1007.9,3.0,7.0,12.0,16.7,Yes,No,2013,8,6,ameno,ameno,ameno,ameno,ameno,seca,moderada,forte,médias horas de sol,baixa,baixa,parcialmente nublado
2013-08-07,Melbourne,6.9,13.7,0.8,2.2,2.5,NNE,41.0,N,N,24.0,24.0,67.0,53.0,1011.5,1007.7,7.0,7.0,9.7,13.5,No,Yes,2013,8,7,frio,ameno,frio,ameno,ameno,ameno,seco,forte,poucas horas de sol,normal,baixa,parcialmente nublado
2013-08-08,Melbourne,7.0,15.4,15.8,2.2,7.1,N,44.0,WSW,SSE,20.0,11.0,80.0,46.0,1017.7,1016.6,3.0,5.0,8.9,14.3,Yes,Yes,2013,8,8,frio,ameno,frio,ameno,tropical,ameno,forte,forte,médias horas de sol,normal,normal,parcialmente nublado
2013-08-12,Melbourne,10.5,14.7,0.0,2.6,9.2,WSW,87.0,WNW,WSW,30.0,48.0,63.0,39.0,1000.3,1004.2,6.0,3.0,13.9,14.0,No,Yes,2013,8,12,ameno,ameno,ameno,ameno,ameno,seca,seco,tempestade,médias horas de sol,baixa,baixa,parcialmente nublado
2013-08-13,Melbourne,8.4,16.5,1.6,4.0,10.1,N,59.0,N,NW,22.0,30.0,55.0,42.0,1012.0,1009.2,1.0,6.0,10.7,16.1,Yes,No,2013,8,13,frio,ameno,ameno,ameno,ameno,ameno,seco,forte,muitas horas de sol,normal,normal,parcialmente nublado
2013-08-14,Melbourne,10.7,14.4,0.0,4.0,2.6,WSW,80.0,N,W,35.0,33.0,58.0,80.0,1003.7,1005.3,7.0,7.0,12.1,9.5,No,Yes,2013,8,14,ameno,ameno,ameno,frio,ameno,tropical,seco,tempestade,poucas horas de sol,baixa,baixa,parcialmente nublado
2013-08-15,Melbourne,7.4,17.9,1.2,3.0,7.8,N,54.0,WNW,N,20.0,26.0,64.0,51.0,1020.5,1018.6,2.0,7.0,10.7,16.1,Yes,No,2013,8,15,frio,ameno,ameno,ameno,ameno,ameno,seco,forte,médias horas de sol,alta,normal,parcialmente nublado
2013-08-19,Melbourne,7.6,14.0,0.6,4.8,8.3,W,59.0,NW,WSW,17.0,41.0,49.0,46.0,1009.8,1009.9,4.0,7.0,9.6,11.8,No,No,2013,8,19,frio,ameno,frio,ameno,ameno,ameno,seco,forte,médias horas de sol,normal,normal,parcialmente nublado
2013-08-20,Melbourne,5.3,13.5,0.6,3.4,6.7,WSW,52.0,W,WSW,31.0,30.0,64.0,61.0,1016.0,1014.6,4.0,7.0,8.0,12.0,No,No,2013,8,20,frio,ameno,frio,ameno,ameno,ameno,seco,forte,médias horas de sol,normal,normal,parcialmente nublado
2013-08-21,Melbourne,6.8,14.1,0.2,2.0,7.2,NNW,50.0,N,NNW,19.0,26.0,61.0,47.0,1015.8,1011.7,4.0,7.0,9.5,13.3,No,No,2013,8,21,frio,ameno,frio,ameno,ameno,ameno,seco,forte,médias horas de sol,normal,normal,parcialmente nublado
2013-08-22,Melbourne,9.4,15.4,0.0,2.8,3.8,W,48.0,WNW,NNW,28.0,19.0,60.0,42.0,1009.0,1006.4,5.0,7.0,11.2,15.0,No,Yes,2013,8,22,frio,ameno,ameno,ameno,ameno,ameno,seco,forte,poucas horas de sol,baixa,baixa,parcialmente nublado
2013-08-26,Melbourne,10.9,19.1,0.4,2.8,6.9,NNW,39.0,N,WSW,19.0,22.0,67.0,52.0,1023.9,1021.9,4.0,4.0,13.3,17.7,No,No,2013,8,26,ameno,ameno,ameno,ameno,ameno,ameno,seco,moderado,médias horas de sol,alta,alta,parcialmente nublado
2013-08-27,Melbourne,9.1,20.6,0.0,3.0,8.1,N,52.0,N,N,33.0,31.0,72.0,50.0,1020.9,1016.7,7.0,4.0,14.0,19.2,No,No,2013,8,27,frio,quente,ameno,ameno,tropical,ameno,seco,forte,médias horas de sol,alta,normal,parcialmente nublado
2013-08-28,Melbourne,11.3,22.5,0.0,3.8,7.4,N,44.0,ENE,NNE,11.0,28.0,73.0,39.0,1019.4,1015.5,7.0,4.0,13.9,21.4,No,No,2013,8,28,ameno,quente,ameno,quente,tropical,seca,seco,forte,médias horas de sol,alta,normal,parcialmente nublado
2013-08-29,Melbourne,13.9,23.1,0.0,4.0,3.4,NNE,76.0,N,N,26.0,52.0,45.0,32.0,1011.7,1005.1,8.0,7.0,18.7,22.6,No,Yes,2013,8,29,ameno,quente,ameno,quente,ameno,seca,seco,tempestade,poucas horas de sol,normal,baixa,parcialmente nublado
2013-08-30,Melbourne,14.6,19.3,3.6,6.6,3.8,NNW,52.0,NNW,NNW,28.0,26.0,60.0,49.0,1011.2,1011.4,5.0,7.0,15.6,18.3,Yes,No,2013,8,30,ameno,ameno,ameno,ameno,ameno,ameno,moderada,forte,poucas horas de sol,normal,normal,parcialmente nublado
2013-08-31,Melbourne,10.6,22.5,1.0,3.2,9.9,N,52.0,N,N,24.0,35.0,72.0,37.0,1019.6,1018.3,4.0,4.0,14.5,21.6,No,No,2013,8,31,ameno,quente,ameno,quente,tropical,seca,seco,forte,muitas horas de sol,alta,normal,parcialmente nublado
2013-09-01,Melbourne,14.5,23.8,0.2,6.4,10.2,N,69.0,N,N,44.0,50.0,45.0,41.0,1024.2,1021.3,4.0,4.0,17.4,22.5,No,No,2013,9,1,ameno,quente,ameno,quente,ameno,ameno,seco,forte,muitas horas de sol,alta,alta,parcialmente nublado
2013-09-02,Melbourne,14.8,21.2,0.0,6.6,10.3,N,46.0,W,S,9.0,15.0,72.0,58.0,1030.8,1029.3,0.0,0.0,16.4,19.1,No,No,2013,9,2,ameno,quente,ameno,ameno,tropical,ameno,seco,forte,muitas horas de sol,alta,alta,céu limpo
2013-09-03,Melbourne,10.6,24.6,0.0,2.4,9.1,N,35.0,N,S,7.0,13.0,77.0,51.0,1031.9,1028.5,1.0,7.0,14.2,23.8,No,No,2013,9,3,ameno,quente,ameno,quente,tropical,ameno,seco,moderado,médias horas de sol,alta,alta,parcialmente nublado
2013-09-04,Melbourne,14.2,23.9,0.0,4.0,4.9,N,83.0,N,N,54.0,33.0,48.0,41.0,1025.8,1022.4,5.0,7.0,20.2,23.3,No,No,2013,9,4,ameno,quente,quente,quente,ameno,ameno,seco,tempestade,médias horas de sol,alta,alta,parcialmente nublado
2013-09-05,Melbourne,19.7,19.8,0.0,8.2,0.0,N,72.0,N,ESE,31.0,9.0,53.0,90.0,1022.9,1024.0,8.0,8.0,19.8,15.0,No,Yes,2013,9,5,ameno,ameno,ameno,ameno,ameno,tropical,seco,tempestade,poucas horas de sol,alta,alta,nublado
2013-09-09,Melbourne,11.5,22.9,0.2,5.2,4.7,N,81.0,N,N,56.0,50.0,38.0,40.0,1012.0,1003.2,7.0,5.0,16.3,21.7,No,No,2013,9,9,ameno,quente,ameno,quente,seca,seca,seco,tempestade,médias horas de sol,normal,baixa,parcialmente nublado
2013-09-10,Melbourne,11.9,17.2,0.0,8.0,5.5,WSW,52.0,WSW,W,35.0,28.0,66.0,44.0,1007.5,1006.5,7.0,7.0,12.9,15.4,No,No,2013,9,10,ameno,ameno,ameno,ameno,ameno,ameno,seco,forte,médias horas de sol,baixa,baixa,parcialmente nublado
2013-09-11,Melbourne,11.2,17.9,0.2,3.4,6.4,W,46.0,W,W,31.0,30.0,51.0,44.0,1010.7,1011.1,5.0,7.0,13.4,16.4,No,Yes,2013,9,11,ameno,ameno,ameno,ameno,ameno,ameno,seco,forte,médias horas de sol,normal,normal,parcialmente nublado
2013-09-12,Melbourne,8.5,16.0,2.4,3.8,8.4,SSE,48.0,SSW,S,22.0,20.0,87.0,37.0,1017.5,1017.7,7.0,3.0,9.5,15.6,Yes,Yes,2013,9,12,frio,ameno,frio,ameno,tropical,seca,moderada,forte,médias horas de sol,normal,normal,parcialmente nublado
2013-09-16,Melbourne,13.0,16.7,3.2,5.6,0.8,NNE,48.0,NE,N,24.0,30.0,76.0,76.0,1008.5,1004.5,7.0,7.0,14.6,15.6,Yes,Yes,2013,9,16,ameno,ameno,ameno,ameno,tropical,tropical,moderada,forte,poucas horas de sol,baixa,baixa,parcialmente nublado
2013-09-17,Melbourne,12.0,19.6,23.8,3.4,4.2,SSE,26.0,SW,SSW,9.0,7.0,88.0,57.0,1003.4,1000.8,7.0,6.0,13.6,19.3,Yes,No,2013,9,17,ameno,ameno,ameno,ameno,tropical,ameno,forte,moderado,poucas horas de sol,baixa,baixa,parcialmente nublado
2013-09-18,Melbourne,13.1,20.1,0.0,1.0,2.9,W,63.0,N,NNW,13.0,39.0,69.0,48.0,999.9,995.4,7.0,7.0,15.5,18.1,No,Yes,2013,9,18,ameno,quente,ameno,ameno,ameno,ameno,seco,forte,poucas horas de sol,baixa,baixa,parcialmente nublado
2013-09-19,Melbourne,10.2,17.3,10.4,4.4,2.0,W,59.0,W,W,26.0,15.0,63.0,44.0,1006.1,1005.2,7.0,7.0,12.1,15.6,Yes,Yes,2013,9,19,ameno,ameno,ameno,ameno,ameno,ameno,forte,forte,poucas horas de sol,baixa,baixa,parcialmente nublado
2013-09-23,Melbourne,9.9,24.0,2.4,3.2,6.2,N,81.0,N,N,43.0,46.0,62.0,37.0,1006.8,1001.3,2.0,7.0,16.6,22.0,Yes,No,2013,9,23,frio,quente,ameno,quente,ameno,seca,moderada,tempestade,médias horas de sol,baixa,baixa,parcialmente nublado
