data,localidade,temp_min,temp_max,chuva_mm,evaporacao,horas_sol,vento_rajada_direcao,vento_rajada_velocidade,vento_direcao_9h,vento_direcao_15h,vento_veloc_9h,vento_veloc_15h,umidade_9h,umidade_15h,pressao_9h,pressao_15h,nuvem_9h,nuvem_15h,temp_9h,temp_15h,choveu_hoje,chove_amanha
13/05/2013,Melbourne,14.3,17.0,0.4,5.0,4.5,W,54.0,N,W,20.0,33.0,56.0,71.0,1013.0,1010.7,7.0,7.0,15.3,12.8,No,Yes
14/05/2013,Melbourne,7.8,13.6,2.4,3.8,5.2,NNW,52.0,N,NNW,30.0,22.0,68.0,67.0,1011.4,1009.4,3.0,7.0,9.6,11.5,Yes,Yes
15/05/2013,Melbourne,9.3,16.1,2.2,2.8,3.6,NW,59.0,N,N,33.0,37.0,72.0,59.0,1007.3,1002.9,5.0,7.0,11.5,14.8,Yes,Yes
16/05/2013,Melbourne,10.3,16.0,8.6,2.6,2.1,WSW,67.0,W,SW,31.0,31.0,72.0,81.0,1007.1,1008.8,7.0,7.0,12.8,12.1,Yes,Yes
17/05/2013,Melbourne,9.8,16.4,3.8,3.0,3.5,SW,39.0,W,SSW,24.0,19.0,85.0,59.0,1015.5,1015.0,7.0,7.0,12.0,15.6,Yes,
18/05/2013,Melbourne,10.0,15.3,0.0,1.2,0.8,SSW,39.0,W,W,13.0,17.0,78.0,65.0,1017.9,1016.4,4.0,4.0,11.3,13.4,,
19/05/2013,Melbourne,9.1,17.3,0.0,1.0,8.1,N,46.0,WNW,W,13.0,15.0,76.0,52.0,1019.3,1016.5,4.0,4.0,10.7,16.3,,No
20/05/2013,Melbourne,10.7,13.9,0.4,3.4,0.7,N,48.0,N,NNW,33.0,20.0,70.0,79.0,1016.0,1013.5,7.0,7.0,12.3,13.3,No,Yes
21/05/2013,Melbourne,7.4,17.0,5.2,0.6,7.2,WNW,26.0,NW,N,11.0,7.0,82.0,53.0,1018.0,1015.5,7.0,3.0,9.4,15.4,Yes,No
22/05/2013,Melbourne,6.3,15.4,0.0,1.4,1.1,NE,24.0,N,ENE,9.0,9.0,74.0,54.0,1013.3,1011.4,7.0,7.0,8.5,14.5,No,No
23/05/2013,Melbourne,5.6,17.0,0.0,1.4,8.8,SE,39.0,SSW,SSE,9.0,26.0,80.0,56.0,1020.5,1020.5,1.0,3.0,11.6,15.9,No,No
24/05/2013,Melbourne,4.9,16.7,0.0,1.4,6.7,S,20.0,SW,SSW,13.0,9.0,87.0,55.0,1026.0,1023.9,7.0,6.0,8.0,15.8,No,
25/05/2013,Melbourne,7.9,19.1,0.0,1.0,8.3,WSW,33.0,NNW,WSW,9.0,24.0,78.0,48.0,1026.2,1023.8,4.0,4.0,12.8,18.2,,
26/05/2013,Melbourne,11.1,16.3,0.0,2.8,0.0,W,37.0,WNW,SW,19.0,17.0,68.0,61.0,1028.3,1026.7,4.0,4.0,13.6,15.9,,No
28/05/2013,Melbourne,5.2,18.3,0.0,1.2,7.1,NNE,56.0,NNW,N,7.0,30.0,88.0,53.0,1029.5,1025.9,7.0,6.0,7.2,17.4,No,No
29/05/2013,Melbourne,7.2,18.9,0.0,2.6,2.7,N,52.0,N,NNW,26.0,28.0,71.0,37.0,1026.0,1023.0,7.0,8.0,12.1,18.5,No,Yes
30/05/2013,Melbourne,12.1,15.7,1.2,2.8,0.0,N,41.0,N,N,28.0,24.0,69.0,88.0,1023.0,1021.7,8.0,8.0,15.1,14.5,Yes,Yes
31/05/2013,Melbourne,14.0,18.6,9.2,2.6,3.7,N,63.0,N,N,39.0,31.0,82.0,69.0,1022.5,1019.1,3.0,7.0,15.7,18.2,Yes,
01/06/2013,Melbourne,13.7,16.3,0.0,8.0,0.0,S,31.0,N,SSW,13.0,11.0,96.0,85.0,1013.2,1010.7,4.0,4.0,13.9,15.7,,
02/06/2013,Melbourne,10.3,17.8,0.0,1.0,3.6,S,41.0,SW,S,24.0,22.0,92.0,69.0,1018.0,1019.9,4.0,4.0,11.1,15.6,,Yes
03/06/2013,Melbourne,10.3,15.8,57.8,0.4,0.5,SSW,33.0,SW,SW,20.0,13.0,73.0,58.0,1025.2,1024.1,7.0,7.0,12.7,14.6,Yes,No
05/06/2013,Melbourne,12.0,14.2,0.0,0.8,0.2,N,63.0,NNE,NNE,17.0,28.0,75.0,63.0,1023.2,1019.1,7.0,7.0,12.5,14.0,No,No
06/06/2013,Melbourne,12.5,17.3,0.0,1.8,3.2,N,57.0,N,NNW,26.0,31.0,70.0,51.0,1017.2,1014.1,7.0,6.0,13.3,17.0,No,Yes
07/06/2013,Melbourne,10.9,15.9,17.0,3.6,3.1,N,50.0,W,WSW,28.0,24.0,76.0,51.0,1018.7,1023.0,7.0,7.0,12.7,14.2,Yes,
08/06/2013,Melbourne,4.9,16.1,0.0,1.8,7.9,N,30.0,N,NNW,17.0,20.0,79.0,43.0,1030.7,1027.7,4.0,4.0,6.8,15.0,,
09/06/2013,Melbourne,6.1,14.3,0.0,1.6,6.6,N,33.0,N,NNW,20.0,15.0,75.0,54.0,1027.0,1023.4,4.0,4.0,6.9,13.6,,
10/06/2013,Melbourne,6.8,16.4,0.0,2.0,6.5,N,65.0,N,N,26.0,31.0,77.0,47.0,1019.1,1016.4,4.0,4.0,9.7,15.5,,No
11/06/2013,Melbourne,9.7,14.9,0.4,3.2,0.0,N,59.0,N,N,39.0,20.0,71.0,74.0,1018.6,1016.0,7.0,7.0,12.7,13.9,No,No
12/06/2013,Melbourne,9.4,13.5,0.4,0.4,0.0,SSE,26.0,W,S,9.0,15.0,82.0,88.0,1012.2,1008.2,8.0,8.0,11.4,13.2,No,Yes
13/06/2013,Melbourne,10.8,13.0,9.8,1.0,0.0,SSE,48.0,SSE,S,20.0,20.0,88.0,91.0,1008.9,1009.0,8.0,8.0,12.8,12.5,Yes,Yes
14/06/2013,Melbourne,11.0,15.6,10.2,2.4,0.2,S,44.0,S,S,17.0,24.0,79.0,63.0,1013.1,1014.4,7.0,7.0,12.6,13.8,Yes,
15/06/2013,Melbourne,9.7,14.8,0.0,1.2,2.0,SSE,41.0,WSW,SSE,9.0,17.0,64.0,68.0,1020.7,1020.9,4.0,4.0,10.7,13.3,,
16/06/2013,Melbourne,9.3,14.9,0.0,0.6,5.9,SSE,41.0,SW,S,11.0,17.0,78.0,82.0,1021.7,1018.9,4.0,4.0,10.3,11.7,,Yes
17/06/2013,Melbourne,7.2,12.1,2.0,1.4,0.1,S,26.0,WSW,S,13.0,17.0,86.0,82.0,1016.1,1014.3,7.0,7.0,8.8,11.8,Yes,Yes
18/06/2013,Melbourne,8.5,15.9,1.6,1.8,5.1,S,30.0,W,S,11.0,20.0,79.0,57.0,1018.6,1019.0,7.0,4.0,11.7,14.5,Yes,No
19/06/2013,Melbourne,4.8,15.0,0.0,1.0,8.0,SSE,30.0,WNW,SSE,9.0,17.0,85.0,51.0,1027.3,1015.8,3.0,4.0,6.3,21.8,No,No
20/06/2013,Melbourne,2.3,15.2,0.0,1.0,8.6,NNE,31.0,N,N,15.0,15.0,87.0,43.0,1026.1,1022.1,1.0,3.0,3.9,13.9,No,No
21/06/2013,Melbourne,3.2,15.4,0.0,1.4,9.0,N,31.0,N,N,20.0,15.0,82.0,44.0,1021.8,1019.6,4.0,4.0,4.7,14.3,No,No
22/06/2013,Melbourne,2.9,14.8,0.0,0.8,9.0,N,26.0,N,SSE,17.0,13.0,74.0,59.0,1025.8,1025.2,4.0,4.0,4.9,13.8,No,No
23/06/2013,Melbourne,1.5,14.2,0.0,1.8,9.0,N,24.0,N,SSE,13.0,9.0,86.0,50.0,1031.7,1028.9,4.0,4.0,3.1,13.4,No,No
24/06/2013,Melbourne,2.1,12.1,0.0,0.8,1.3,N,19.0,WNW,SW,11.0,9.0,97.0,72.0,1029.3,1026.7,4.0,7.0,4.2,11.4,No,No
25/06/2013,Melbourne,4.0,17.2,0.0,0.2,7.2,ESE,22.0,SSE,SE,11.0,9.0,94.0,55.0,1026.6,1023.1,8.0,5.0,6.7,15.4,No,No
26/06/2013,Melbourne,2.9,17.5,0.0,1.4,8.5,N,30.0,N,NE,17.0,13.0,86.0,48.0,1024.3,1021.0,4.0,4.0,4.7,16.5,No,No
27/06/2013,Melbourne,4.7,17.6,0.0,1.6,4.6,N,31.0,N,N,19.0,13.0,75.0,44.0,1022.9,1020.6,4.0,4.0,6.7,16.6,No,No
28/06/2013,Melbourne,6.7,16.9,0.0,1.0,7.5,N,24.0,N,S,13.0,9.0,86.0,53.0,1025.2,1023.2,4.0,5.0,7.8,16.0,No,No
29/06/2013,Melbourne,6.7,14.5,0.0,1.4,3.2,N,26.0,W,S,9.0,11.0,90.0,81.0,1028.0,1026.9,4.0,4.0,8.0,12.1,No,No
30/06/2013,Melbourne,5.4,18.3,0.0,1.0,6.1,WNW,35.0,N,W,15.0,17.0,88.0,56.0,1027.5,1024.2,4.0,4.0,7.4,17.1,No,No
01/07/2013,Melbourne,7.4,18.1,0.0,2.2,0.9,W,48.0,NNW,WNW,24.0,17.0,63.0,52.0,1023.5,1021.0,7.0,7.0,14.4,17.7,No,Yes
02/07/2013,Melbourne,12.7,19.2,1.6,2.0,8.2,NW,43.0,NNW,NW,22.0,26.0,68.0,39.0,1022.7,1020.5,7.0,6.0,13.6,17.9,Yes,No
03/07/2013,Melbourne,9.9,16.0,0.0,3.0,9.1,N,69.0,N,N,24.0,35.0,73.0,53.0,1022.3,1018.2,3.0,1.0,10.8,15.1,No,No
04/07/2013,Melbourne,9.6,16.3,0.0,4.0,4.3,N,78.0,N,N,48.0,43.0,64.0,44.0,1009.2,1003.0,6.0,7.0,10.5,15.7,No,No
05/07/2013,Melbourne,9.0,13.9,0.4,4.2,7.3,WNW,63.0,WNW,WNW,33.0,30.0,53.0,41.0,1007.8,1009.5,1.0,7.0,9.4,12.9,No,
06/07/2013,Melbourne,9.4,16.2,0.0,3.4,4.6,N,48.0,N,NW,31.0,20.0,72.0,41.0,1016.5,1016.4,4.0,4.0,10.2,14.6,,
07/07/2013,Melbourne,6.3,13.6,0.0,1.2,4.0,N,35.0,N,N,30.0,28.0,81.0,60.0,1025.3,1024.1,4.0,4.0,7.1,13.4,,Yes
08/07/2013,Melbourne,4.3,15.1,4.4,1.0,7.6,SW,26.0,N,SSW,17.0,9.0,83.0,61.0,1032.9,1032.6,1.0,6.0,5.4,12.4,Yes,No
09/07/2013,Melbourne,3.1,14.5,0.0,2.6,8.2,N,24.0,N,ENE,17.0,11.0,87.0,62.0,1037.3,1033.1,1.0,3.0,4.2,12.6,No,No
10/07/2013,Melbourne,3.1,15.2,0.0,1.8,9.5,NNE,43.0,N,NNE,15.0,22.0,80.0,40.0,1032.9,1030.2,1.0,1.0,4.5,14.5,No,No
11/07/2013,Melbourne,4.2,16.0,0.0,2.2,3.3,N,43.0,N,N,17.0,30.0,77.0,50.0,1034.0,1030.3,7.0,7.0,6.0,15.7,No,No
12/07/2013,Melbourne,5.9,17.5,0.0,1.2,6.1,N,39.0,N,N,20.0,17.0,81.0,51.0,1030.0,1026.8,2.0,7.0,8.0,16.3,No,
13/07/2013,Melbourne,8.0,15.1,0.0,2.0,0.0,NNE,43.0,NNE,NNE,19.0,15.0,77.0,74.0,1026.7,1023.6,4.0,4.0,10.8,14.6,,
14/07/2013,Melbourne,10.8,16.1,0.0,1.4,0.0,N,70.0,N,N,35.0,41.0,74.0,70.0,1019.9,1016.4,4.0,4.0,14.9,15.4,,Yes
15/07/2013,Melbourne,12.5,19.5,18.0,1.2,5.7,N,43.0,NNW,SW,20.0,9.0,79.0,55.0,1019.5,1018.6,3.0,6.0,13.7,17.6,Yes,No
16/07/2013,Melbourne,10.6,16.7,0.0,1.4,4.9,NNE,37.0,N,N,17.0,24.0,89.0,63.0,1023.0,1020.9,3.0,7.0,11.4,16.1,No,No
17/07/2013,Melbourne,10.5,18.2,0.0,1.8,3.8,N,63.0,N,N,22.0,26.0,80.0,55.0,1020.4,1016.6,7.0,7.0,12.9,17.4,No,No
18/07/2013,Melbourne,12.9,23.3,0.0,1.6,5.5,NW,80.0,N,N,28.0,37.0,63.0,47.0,1011.4,1005.6,6.0,7.0,18.0,21.8,No,Yes
19/07/2013,Melbourne,14.3,17.0,7.0,4.4,7.4,N,59.0,N,NNW,39.0,35.0,65.0,59.0,1003.7,1002.4,5.0,7.0,14.9,16.0,Yes,
20/07/2013,Melbourne,7.9,9.7,0.0,3.2,0.0,NNW,28.0,NNE,WNW,15.0,17.0,81.0,91.0,1003.7,1002.8,4.0,4.0,8.6,7.2,,
21/07/2013,Melbourne,5.7,11.1,0.0,1.4,8.4,N,57.0,N,N,37.0,35.0,76.0,62.0,1011.4,1011.2,4.0,4.0,6.4,9.7,,Yes
22/07/2013,Melbourne,6.4,14.3,20.0,1.4,4.9,NNW,46.0,N,NW,11.0,19.0,77.0,44.0,1015.0,1015.2,7.0,7.0,8.0,13.9,Yes,Yes
23/07/2013,Melbourne,8.0,13.9,3.2,2.0,0.9,S,39.0,SW,S,20.0,26.0,85.0,65.0,1024.0,1025.9,7.0,7.0,10.6,13.1,Yes,No
24/07/2013,Melbourne,10.6,14.4,0.0,0.6,0.8,S,26.0,SSW,S,7.0,19.0,61.0,60.0,1032.5,1030.6,7.0,7.0,12.0,13.2,No,No
25/07/2013,Melbourne,4.1,12.4,0.0,2.0,3.3,N,70.0,N,N,31.0,31.0,75.0,60.0,1028.4,1025.0,7.0,7.0,7.8,11.6,No,No
26/07/2013,Melbourne,7.8,15.1,0.6,2.2,6.3,N,54.0,N,NNW,33.0,22.0,83.0,59.0,1025.6,1024.6,7.0,3.0,9.3,14.5,No,
27/07/2013,Melbourne,9.3,14.1,0.0,2.2,4.0,N,67.0,NNE,NNE,22.0,37.0,67.0,56.0,1026.7,1023.9,4.0,4.0,10.5,13.4,,
28/07/2013,Melbourne,10.5,18.2,0.0,4.4,1.6,N,70.0,N,N,37.0,37.0,43.0,40.0,1020.8,1015.7,4.0,4.0,13.6,17.8,,Yes
29/07/2013,Melbourne,12.2,19.5,5.0,2.8,9.6,N,43.0,N,NNW,26.0,24.0,76.0,48.0,1017.9,1015.1,1.0,2.0,13.4,18.9,Yes,Yes
30/07/2013,Melbourne,10.3,16.2,2.2,2.2,7.6,W,35.0,W,SSE,17.0,13.0,80.0,44.0,1022.0,1022.1,3.0,4.0,11.1,15.6,Yes,No
31/07/2013,Melbourne,3.6,15.7,0.0,2.4,8.8,N,20.0,N,SW,9.0,6.0,81.0,47.0,1026.0,1023.0,4.0,4.0,5.2,14.9,No,No
01/08/2013,Melbourne,5.2,14.8,0.0,2.0,8.2,N,41.0,N,NNW,20.0,24.0,73.0,44.0,1023.1,1019.1,3.0,6.0,8.7,13.3,No,No
02/08/2013,Melbourne,7.7,13.9,0.0,3.8,5.0,N,67.0,N,WNW,50.0,30.0,52.0,58.0,1011.4,1008.9,6.0,5.0,11.2,12.7,No,
03/08/2013,Melbourne,7.2,12.9,0.0,2.2,2.3,N,67.0,N,N,33.0,44.0,65.0,62.0,1013.3,1006.9,4.0,4.0,8.8,12.8,,
04/08/2013,Melbourne,8.3,14.1,0.0,1.2,5.7,W,39.0,WNW,WNW,17.0,22.0,72.0,71.0,1013.5,1012.6,4.0,4.0,9.4,12.5,,Yes
05/08/2013,Melbourne,9.4,16.1,17.0,2.2,2.7,N,69.0,N,N,28.0,35.0,67.0,59.0,1012.7,1008.4,6.0,7.0,12.3,14.8,Yes,Yes
06/08/2013,Melbourne,11.0,16.8,6.2,3.6,6.1,SW,69.0,WNW,W,26.0,26.0,66.0,36.0,1007.4,1007.9,3.0,7.0,12.0,16.7,Yes,No
07/08/2013,Melbourne,6.9,13.7,0.8,2.2,2.5,NNE,41.0,N,N,24.0,24.0,67.0,53.0,1011.5,1007.7,7.0,7.0,9.7,13.5,No,Yes
08/08/2013,Melbourne,7.0,15.4,15.8,2.2,7.1,N,44.0,WSW,SSE,20.0,11.0,80.0,46.0,1017.7,1016.6,3.0,5.0,8.9,14.3,Yes,Yes
09/08/2013,Melbourne,8.3,11.7,6.4,4.4,0.4,N,87.0,N,N,57.0,56.0,80.0,67.0,1013.0,1009.8,8.0,7.0,8.8,11.2,Yes,
10/08/2013,Melbourne,8.8,18.3,0.0,2.0,9.5,N,44.0,NNW,W,15.0,22.0,65.0,38.0,1016.4,1015.6,4.0,4.0,11.5,17.5,,
11/08/2013,Melbourne,8.4,16.5,0.0,2.6,8.1,N,59.0,N,NNW,31.0,31.0,72.0,54.0,1015.5,1011.1,4.0,4.0,10.5,15.4,,No
12/08/2013,Melbourne,10.5,14.7,0.0,2.6,9.2,WSW,87.0,WNW,WSW,30.0,48.0,63.0,39.0,1000.3,1004.2,6.0,3.0,13.9,14.0,No,Yes
13/08/2013,Melbourne,8.4,16.5,1.6,4.0,10.1,N,59.0,N,NW,22.0,30.0,55.0,42.0,1012.0,1009.2,1.0,6.0,10.7,16.1,Yes,No
14/08/2013,Melbourne,10.7,14.4,0.0,4.0,2.6,WSW,80.0,N,W,35.0,33.0,58.0,80.0,1003.7,1005.3,7.0,7.0,12.1,9.5,No,Yes
15/08/2013,Melbourne,7.4,17.9,1.2,3.0,7.8,N,54.0,WNW,N,20.0,26.0,64.0,51.0,1020.5,1018.6,2.0,7.0,10.7,16.1,Yes,No
16/08/2013,Melbourne,10.5,17.5,0.0,4.4,8.0,N,93.0,N,NNE,46.0,50.0,55.0,26.0,1015.2,1004.8,4.0,1.0,11.6,17.3,No,
17/08/2013,Melbourne,9.4,15.8,0.0,4.8,6.3,N,59.0,N,NW,19.0,31.0,62.0,40.0,1007.5,1006.4,4.0,4.0,10.9,14.5,,
18/08/2013,Melbourne,10.9,17.7,0.0,4.0,6.9,NNW,74.0,N,NNW,44.0,39.0,62.0,47.0,1005.3,1002.1,4.0,4.0,12.4,17.3,,No
19/08/2013,Melbourne,7.6,14.0,0.6,4.8,8.3,W,59.0,NW,WSW,17.0,41.0,49.0,46.0,1009.8,1009.9,4.0,7.0,9.6,11.8,No,No
20/08/2013,Melbourne,5.3,13.5,0.6,3.4,6.7,WSW,52.0,W,WSW,31.0,30.0,64.0,61.0,1016.0,1014.6,4.0,7.0,8.0,12.0,No,No
21/08/2013,Melbourne,6.8,14.1,0.2,2.0,7.2,NNW,50.0,N,NNW,19.0,26.0,61.0,47.0,1015.8,1011.7,4.0,7.0,9.5,13.3,No,No
22/08/2013,Melbourne,9.4,15.4,0.0,2.8,3.8,W,48.0,WNW,NNW,28.0,19.0,60.0,42.0,1009.0,1006.4,5.0,7.0,11.2,15.0,No,Yes
23/08/2013,Melbourne,11.1,15.1,3.2,3.0,0.2,WSW,63.0,W,W,31.0,35.0,74.0,71.0,1008.4,1010.3,8.0,7.0,12.9,14.7,Yes,
24/08/2013,Melbourne,10.3,16.8,0.0,2.0,1.7,N,31.0,W,WSW,15.0,17.0,81.0,60.0,1022.5,1022.0,4.0,4.0,12.4,15.9,,
25/08/2013,Melbourne,11.5,17.4,0.0,1.6,3.2,NNW,37.0,NNW,WNW,15.0,17.0,56.0,45.0,1024.0,1021.9,4.0,4.0,13.2,17.2,,No
26/08/2013,Melbourne,10.9,19.1,0.4,2.8,6.9,NNW,39.0,N,WSW,19.0,22.0,67.0,52.0,1023.9,1021.9,4.0,4.0,13.3,17.7,No,No
27/08/2013,Melbourne,9.1,20.6,0.0,3.0,8.1,N,52.0,N,N,33.0,31.0,72.0,50.0,1020.9,1016.7,7.0,4.0,14.0,19.2,No,No
28/08/2013,Melbourne,11.3,22.5,0.0,3.8,7.4,N,44.0,ENE,NNE,11.0,28.0,73.0,39.0,1019.4,1015.5,7.0,4.0,13.9,21.4,No,No
29/08/2013,Melbourne,13.9,23.1,0.0,4.0,3.4,NNE,76.0,N,N,26.0,52.0,45.0,32.0,1011.7,1005.1,8.0,7.0,18.7,22.6,No,Yes
30/08/2013,Melbourne,14.6,19.3,3.6,6.6,3.8,NNW,52.0,NNW,NNW,28.0,26.0,60.0,49.0,1011.2,1011.4,5.0,7.0,15.6,18.3,Yes,No
31/08/2013,Melbourne,10.6,22.5,1.0,3.2,9.9,N,52.0,N,N,24.0,35.0,72.0,37.0,1019.6,1018.3,4.0,4.0,14.5,21.6,No,No
01/09/2013,Melbourne,14.5,23.8,0.2,6.4,10.2,N,69.0,N,N,44.0,50.0,45.0,41.0,1024.2,1021.3,4.0,4.0,17.4,22.5,No,No
02/09/2013,Melbourne,14.8,21.2,0.0,6.6,10.3,N,46.0,W,S,9.0,15.0,72.0,58.0,1030.8,1029.3,0.0,0.0,16.4,19.1,No,No
03/09/2013,Melbourne,10.6,24.6,0.0,2.4,9.1,N,35.0,N,S,7.0,13.0,77.0,51.0,1031.9,1028.5,1.0,7.0,14.2,23.8,No,No
04/09/2013,Melbourne,14.2,23.9,0.0,4.0,4.9,N,83.0,N,N,54.0,33.0,48.0,41.0,1025.8,1022.4,5.0,7.0,20.2,23.3,No,No
05/09/2013,Melbourne,19.7,19.8,0.0,8.2,0.0,N,72.0,N,ESE,31.0,9.0,53.0,90.0,1022.9,1024.0,8.0,8.0,19.8,15.0,No,Yes
06/09/2013,Melbourne,11.8,15.3,3.2,0.0,0.0,N,31.0,N,NNW,7.0,9.0,76.0,52.0,1027.2,1024.9,8.0,8.0,13.7,14.9,Yes,
07/09/2013,Melbourne,8.8,20.1,0.0,2.2,5.8,SW,46.0,WNW,SSW,22.0,26.0,63.0,83.0,1025.1,1024.8,4.0,4.0,12.5,13.7,,
08/09/2013,Melbourne,8.8,18.3,0.0,1.8,8.3,N,43.0,WSW,SW,7.0,9.0,70.0,45.0,1027.7,1024.4,4.0,4.0,11.6,17.3,,No
09/09/2013,Melbourne,11.5,22.9,0.2,5.2,4.7,N,81.0,N,N,56.0,50.0,38.0,40.0,1012.0,1003.2,7.0,5.0,16.3,21.7,No,No
10/09/2013,Melbourne,11.9,17.2,0.0,8.0,5.5,WSW,52.0,WSW,W,35.0,28.0,66.0,44.0,1007.5,1006.5,7.0,7.0,12.9,15.4,No,No
11/09/2013,Melbourne,11.2,17.9,0.2,3.4,6.4,W,46.0,W,W,31.0,30.0,51.0,44.0,1010.7,1011.1,5.0,7.0,13.4,16.4,No,Yes
12/09/2013,Melbourne,8.5,16.0,2.4,3.8,8.4,SSE,48.0,SSW,S,22.0,20.0,87.0,37.0,1017.5,1017.7,7.0,3.0,9.5,15.6,Yes,Yes
13/09/2013,Melbourne,3.9,16.0,2.0,3.0,2.4,N,57.0,NE,N,9.0,30.0,54.0,35.0,1018.0,1014.8,7.0,7.0,7.8,15.1,Yes,
14/09/2013,Melbourne,7.8,19.2,0.0,2.6,3.0,N,24.0,W,NW,2.0,7.0,62.0,45.0,1015.3,1013.1,4.0,4.0,12.4,16.1,,
15/09/2013,Melbourne,10.4,21.8,0.0,1.6,8.3,NNE,44.0,N,N,22.0,26.0,66.0,39.0,1016.5,1012.8,4.0,4.0,14.0,20.9,,Yes
16/09/2013,Melbourne,13.0,16.7,3.2,5.6,0.8,NNE,48.0,NE,N,24.0,30.0,76.0,76.0,1008.5,1004.5,7.0,7.0,14.6,15.6,Yes,Yes
17/09/2013,Melbourne,12.0,19.6,23.8,3.4,4.2,SSE,26.0,SW,SSW,9.0,7.0,88.0,57.0,1003.4,1000.8,7.0,6.0,13.6,19.3,Yes,No
18/09/2013,Melbourne,13.1,20.1,0.0,1.0,2.9,W,63.0,N,NNW,13.0,39.0,69.0,48.0,999.9,995.4,7.0,7.0,15.5,18.1,No,Yes
19/09/2013,Melbourne,10.2,17.3,10.4,4.4,2.0,W,59.0,W,W,26.0,15.0,63.0,44.0,1006.1,1005.2,7.0,7.0,12.1,15.6,Yes,Yes
20/09/2013,Melbourne,10.3,18.4,1.8,2.8,3.7,WSW,54.0,WSW,WSW,28.0,30.0,74.0,63.0,1007.5,1010.0,7.0,7.0,12.1,16.0,Yes,
21/09/2013,Melbourne,6.4,19.3,0.0,2.8,7.8,N,48.0,N,N,11.0,24.0,72.0,48.0,1016.0,1011.8,4.0,4.0,11.3,18.6,,
22/09/2013,Melbourne,11.2,21.2,0.0,4.4,8.9,N,56.0,N,N,20.0,22.0,66.0,47.0,1012.3,1009.5,4.0,4.0,14.4,20.4,,Yes
23/09/2013,Melbourne,9.9,24.0,2.4,3.2,6.2,N,81.0,N,N,43.0,46.0,62.0,37.0,1006.8,1001.3,2.0,7.0,16.6,22.0,Yes,No
24/09/2013,Melbourne,14.9,24.6,0.0,7.6,8.9,N,54.0,N,NW,22.0,26.0,29.0,32.0,1003.1,1001.7,6.0,6.0,18.4,23.5,No,
25/09/2013,Melbourne,16.5,24.8,0.0,6.4,10.1,N,54.0,NW,WSW,24.0,28.0,39.0,26.0,1004.4,1004.4,4.0,4.0,20.4,23.5,,Yes
26/09/2013,Melbourne,11.6,16.2,33.6,8.4,8.3,W,83.0,W,WSW,50.0,50.0,59.0,36.0,1002.4,1010.7,6.0,6.0,13.2,16.1,Yes,Yes
27/09/2013,Melbourne,7.2,20.2,1.4,4.2,10.6,SW,65.0,N,NNW,33.0,37.0,49.0,38.0,1017.7,1011.0,1.0,7.0,12.8,20.0,Yes,
28/09/2013,Melbourne,8.8,16.4,0.0,5.2,6.2,WSW,70.0,WNW,SW,39.0,30.0,48.0,49.0,1009.2,1012.7,4.0,4.0,13.5,14.1,,
29/09/2013,Melbourne,7.6,21.4,0.0,4.2,9.3,N,72.0,N,N,35.0,37.0,49.0,42.0,1014.9,1011.0,4.0,4.0,14.3,20.8,,Yes
30/09/2013,Melbourne,14.3,23.7,2.4,8.4,0.6,NW,96.0,N,N,48.0,35.0,41.0,32.0,1005.8,1002.4,7.0,7.0,17.9,22.9,Yes,Yes
01/10/2013,Melbourne,11.6,17.7,2.0,5.0,8.3,NW,96.0,WSW,WSW,39.0,37.0,64.0,40.0,1001.5,1006.7,6.0,6.0,13.5,16.2,Yes,No
02/10/2013,Melbourne,9.8,17.1,0.2,5.6,4.7,N,89.0,NNW,NNW,39.0,28.0,54.0,66.0,1006.4,1000.8,7.0,7.0,12.0,15.3,No,Yes
03/10/2013,Melbourne,8.2,16.5,1.4,4.6,8.2,SSW,52.0,SW,S,30.0,20.0,67.0,52.0,1018.8,1020.8,6.0,6.0,11.1,14.3,Yes,No
04/10/2013,Melbourne,5.8,21.5,0.4,3.2,11.2,N,54.0,N,N,13.0,33.0,53.0,40.0,1022.7,1017.1,2.0,6.0,12.9,20.5,No,
05/10/2013,Melbourne,12.8,25.5,0.0,7.4,5.8,N,80.0,N,N,52.0,41.0,42.0,33.0,1011.2,1006.4,4.0,4.0,15.3,24.6,,
06/10/2013,Melbourne,13.5,17.9,0.0,3.8,3.2,SW,46.0,SSW,SW,7.0,30.0,57.0,60.0,1009.1,1008.0,4.0,4.0,14.5,16.0,,Yes
07/10/2013,Melbourne,9.3,17.9,3.0,3.4,7.5,SSW,28.0,WSW,SSW,15.0,13.0,73.0,38.0,1015.0,1013.5,7.0,2.0,11.0,17.5,Yes,No
08/10/2013,Melbourne,11.0,21.8,1.0,3.0,10.3,WSW,28.0,W,S,17.0,7.0,65.0,42.0,1017.7,1016.4,2.0,1.0,14.2,19.7,No,No
09/10/2013,Melbourne,13.6,26.7,0.0,6.6,8.0,N,81.0,N,N,54.0,48.0,46.0,38.0,1013.1,1008.6,3.0,7.0,17.6,23.5,No,No
10/10/2013,Melbourne,16.4,16.6,0.0,10.2,0.9,N,56.0,SW,S,9.0,7.0,81.0,89.0,1003.4,1007.0,7.0,7.0,16.6,14.2,No,Yes
11/10/2013,Melbourne,10.0,21.3,4.2,0.8,10.3,WNW,43.0,W,W,22.0,26.0,61.0,33.0,1015.5,1014.3,2.0,6.0,12.6,20.3,Yes,
