data;y_real;prob_chuva;pred_chuva;split
2010-10-04;0;0.011530252;0;train
2010-10-04;0;0.3338643;0;train
2010-10-04;1;0.1361759;0;train
2010-10-04;0;0.019519046;0;train
2010-10-04;0;0.15165246;0;train
2010-10-04;1;0.5096144;0;train
2010-10-04;0;0.09674766;0;train
2010-10-04;0;0.39944267;0;train
2010-10-04;1;0.6852316;1;train
2010-10-04;0;0.24135545;0;train
2010-10-04;0;0.053455275;0;train
2010-10-04;1;0.9717138;1;train
2010-10-04;1;0.42508498;0;train
2010-10-05;0;0.16969651;0;train
2010-10-05;0;0.03609587;0;train
2010-10-05;0;0.073679276;0;train
2010-10-05;0;0.058855742;0;train
2010-10-05;0;0.035162304;0;train
2010-10-05;0;0.2018899;0;train
2010-10-05;0;0.07581111;0;train
2010-10-05;0;0.18008383;0;train
2010-10-05;0;0.16449462;0;train
2010-10-05;0;0.12602863;0;train
2010-10-05;0;0.018417666;0;train
2010-10-05;0;0.10080603;0;train
2010-10-05;0;0.19464307;0;train
2010-10-05;0;0.050498325;0;train
2010-10-05;0;0.011118033;0;train
2010-10-05;0;0.016737584;0;train
2010-10-05;0;0.20829691;0;train
2010-10-05;0;0.01612215;0;train
2010-10-05;1;0.9418453;1;train
2010-10-06;1;0.5103383;0;train
2010-10-06;1;0.46162423;0;train
2010-10-06;1;0.7491309;1;train
2010-10-06;0;0.025728572;0;train
2010-10-06;1;0.25691307;0;train
2010-10-06;1;0.6962232;1;train
2010-10-06;1;0.58763194;1;train
2010-10-06;1;0.740051;1;train
2010-10-06;0;0.08321988;0;train
2010-10-06;0;0.43690038;0;train
2010-10-06;0;0.2759635;0;train
2010-10-06;0;0.054298572;0;train
2010-10-06;1;0.61565495;1;train
2010-10-06;1;0.9699094;1;train
2010-10-06;1;0.8388545;1;train
2010-10-06;0;0.031515095;0;train
2010-10-06;1;0.20906334;0;train
2010-10-06;0;0.21983938;0;train
2010-10-06;0;0.0024119618;0;train
2010-10-06;1;0.7786948;1;train
2010-10-06;0;0.0056591164;0;train
2010-10-07;0;0.070079535;0;train
2010-10-07;0;0.006097562;0;train
2010-10-07;0;0.16335034;0;train
2010-10-07;1;0.40296695;0;train
2010-10-07;0;0.27833095;0;train
2010-10-07;0;0.006766686;0;train
2010-10-07;0;0.026090922;0;train
2010-10-07;0;0.008346692;0;train
2010-10-07;0;0.6718071;1;train
2010-10-07;0;0.08098381;0;train
2010-10-07;0;0.016347863;0;train
2010-10-07;0;0.45974678;0;train
2010-10-07;0;0.02966163;0;train
2010-10-07;0;0.026335355;0;train
2010-10-07;0;0.35375893;0;train
2010-10-07;0;0.21307875;0;train
2010-10-07;1;0.5149904;0;train
2010-10-07;1;0.6114068;1;train
2010-10-07;0;0.38641205;0;train
2010-10-07;1;0.33100396;0;train
2010-10-07;0;0.006388987;0;train
2010-10-08;0;0.014144113;0;train
2010-10-08;0;0.047519214;0;train
2010-10-08;1;0.27094373;0;train
2010-10-08;0;0.0826568;0;train
2010-10-08;1;0.8605762;1;train
2010-10-08;1;0.8874148;1;train
2010-10-08;1;0.49532336;0;train
2010-10-08;0;0.0052875676;0;train
2010-10-08;0;0.25760275;0;train
2010-10-08;0;0.11067583;0;train
2010-10-08;0;0.005700537;0;train
2010-10-08;0;0.011948926;0;train
2010-10-08;0;0.104987435;0;train
2010-10-08;0;0.14263105;0;train
2010-10-08;0;0.06599497;0;train
2010-10-08;0;0.007962763;0;train
2010-10-08;0;0.24031499;0;train
2010-10-08;0;0.02072845;0;train
2010-10-08;0;0.21075608;0;train
2010-10-09;1;0.9660605;1;train
2010-10-09;0;0.010421333;0;train
2010-10-09;0;0.15869159;0;train
2010-10-09;0;0.0023067347;0;train
2010-10-09;1;0.21357095;0;train
2010-10-09;1;0.32929868;0;train
2010-10-09;0;0.24707738;0;train
2010-10-09;1;0.46583813;0;train
2010-10-09;0;0.024584046;0;train
2010-10-09;1;0.31374466;0;train
2010-10-09;0;0.13824847;0;train
2010-10-09;1;0.6262415;1;train
2010-10-09;0;0.07067607;0;train
2010-10-09;0;0.0076028868;0;train
2010-10-09;0;0.010762807;0;train
2010-10-09;0;0.1740927;0;train
2010-10-09;0;0.09076758;0;train
2010-10-09;1;0.7010688;1;train
2010-10-09;0;0.034556393;0;train
2010-10-09;0;0.08526128;0;train
2010-10-10;1;0.62228173;1;train
2010-10-10;0;0.014836519;0;train
2010-10-10;0;0.12017176;0;train
2010-10-10;0;0.0037502705;0;train
2010-10-10;0;0.032984678;0;train
2010-10-10;1;0.7780622;1;train
2010-10-10;0;0.023231162;0;train
2010-10-10;1;0.7501051;1;train
2010-10-10;1;0.9657412;1;train
2010-10-10;0;0.022014286;0;train
2010-10-10;0;0.014943337;0;train
2010-10-10;0;0.007506423;0;train
2010-10-10;0;0.005969537;0;train
2010-10-10;0;0.45683584;0;train
2010-10-10;0;0.19510318;0;train
2010-10-10;0;0.028304394;0;train
2010-10-10;0;0.0045484426;0;train
2010-10-10;1;0.7919528;1;train
2010-10-10;0;0.095319465;0;train
2010-10-10;1;0.33835533;0;train
2010-10-11;0;0.26169747;0;train
2010-10-11;1;0.96097946;1;train
2010-10-11;0;0.58183026;1;train
2010-10-11;1;0.0499454;0;train
2010-10-11;1;0.27022997;0;train
2010-10-11;0;0.11642154;0;train
2010-10-11;0;0.08359129;0;train
2010-10-11;0;0.060411245;0;train
2010-10-11;0;0.009426275;0;train
2010-10-11;0;0.024499247;0;train
2010-10-11;0;0.13608412;0;train
2010-10-11;0;0.26200792;0;train
2010-10-11;0;0.035131216;0;train
2010-10-11;0;0.09243326;0;train
2010-10-11;0;0.04533487;0;train
2010-10-11;1;0.9725116;1;train
2010-10-11;0;0.19474155;0;train
2010-10-11;0;0.017802447;0;train
2010-10-11;0;0.37468272;0;train
2010-10-12;1;0.9147418;1;train
2010-10-12;1;0.48540005;0;train
2010-10-12;1;0.6490103;1;train
2010-10-12;1;0.2160204;0;train
2010-10-12;1;0.2595605;0;train
2010-10-12;1;0.4993527;0;train
2010-10-12;1;0.6979167;1;train
2010-10-12;0;0.09086169;0;train
2010-10-12;0;0.139104;0;train
2010-10-12;0;0.012700942;0;train
2010-10-12;1;0.3016182;0;train
2010-10-12;0;0.23763649;0;train
2010-10-12;0;0.021506611;0;train
2010-10-12;1;0.03692542;0;train
2010-10-12;1;0.35664368;0;train
2010-10-12;0;0.09285961;0;train
2010-10-12;1;0.38986847;0;train
2010-10-12;0;0.34064534;0;train
2010-10-13;0;0.4090678;0;train
2010-10-13;0;0.57589704;1;train
2010-10-13;1;0.9706627;1;train
2010-10-13;1;0.96215135;1;train
2010-10-13;1;0.2575251;0;train
2010-10-13;0;0.012916168;0;train
2010-10-13;0;0.33765158;0;train
2010-10-13;1;0.8711197;1;train
2010-10-13;0;0.27416396;0;train
2010-10-13;1;0.85845566;1;train
2010-10-13;0;0.20049787;0;train
2010-10-13;0;0.2930308;0;train
2010-10-13;0;0.013908408;0;train
2010-10-13;0;0.6227935;1;train
2010-10-13;0;0.24562994;0;train
2010-10-13;0;0.72915924;1;train
2010-10-13;1;0.20908889;0;train
2010-10-13;1;0.95400643;1;train
2010-10-13;1;0.55536884;1;train
2010-10-14;1;0.87591314;1;train
2010-10-14;1;0.69679797;1;train
2010-10-14;1;0.49572518;0;train
2010-10-14;0;0.13638988;0;train
2010-10-14;1;0.7641457;1;train
2010-10-14;1;0.85896295;1;train
2010-10-14;0;0.42147753;0;train
2010-10-14;0;0.5511305;1;train
2010-10-14;0;0.06921924;0;train
2010-10-14;0;0.8313245;1;train
2010-10-14;0;0.0079758745;0;train
2010-10-14;1;0.49644607;0;train
2010-10-14;1;0.60807425;1;train
2010-10-14;0;0.004436201;0;train
2010-10-14;0;0.2773874;0;train
2010-10-14;1;0.4182165;0;train
2010-10-14;1;0.54624337;0;train
2010-10-14;1;0.663693;1;train
2010-10-14;1;0.6904353;1;train
2010-10-15;0;0.016393527;0;train
2010-10-15;1;0.5222497;0;train
2010-10-15;1;0.9579653;1;train
2010-10-15;1;0.8752178;1;train
2010-10-15;1;0.98896056;1;train
2010-10-15;1;0.98515886;1;train
2010-10-15;1;0.9523343;1;train
2010-10-15;0;0.21747161;0;train
2010-10-15;1;0.4534656;0;train
2010-10-15;1;0.9564163;1;train
2010-10-15;1;0.8392884;1;train
2010-10-15;1;0.8893517;1;train
2010-10-15;0;0.019409645;0;train
2010-10-15;1;0.98278934;1;train
2010-10-15;1;0.9827591;1;train
2010-10-15;1;0.91494167;1;train
2010-10-15;1;0.7963697;1;train
2010-10-15;1;0.4671666;0;train
2010-10-15;1;0.9816394;1;train
2010-10-15;1;0.96967065;1;train
2010-10-16;1;0.56205636;1;train
2010-10-16;0;0.25530607;0;train
2010-10-16;0;0.60051876;1;train
2010-10-16;1;0.752662;1;train
2010-10-16;1;0.5441454;0;train
2010-10-16;0;0.3841728;0;train
2010-10-16;1;0.8004598;1;train
2010-10-16;0;0.04048224;0;train
2010-10-16;0;0.0134434365;0;train
2010-10-16;1;0.98098654;1;train
2010-10-16;0;0.1141301;0;train
2010-10-16;0;0.059906285;0;train
2010-10-16;0;0.01002743;0;train
2010-10-16;0;0.040305857;0;train
2010-10-16;0;0.13605055;0;train
2010-10-16;0;0.00591365;0;train
2010-10-16;0;0.08317391;0;train
2010-10-16;0;0.03812826;0;train
2010-10-17;0;0.009771009;0;train
2010-10-17;0;0.0077557242;0;train
2010-10-17;0;0.23013301;0;train
2010-10-17;0;0.067878045;0;train
2010-10-17;0;0.16525133;0;train
2010-10-17;0;0.1833256;0;train
2010-10-17;0;0.12110788;0;train
2010-10-17;0;0.005838012;0;train
2010-10-17;0;0.04390988;0;train
2010-10-17;0;0.0114900675;0;train
2010-10-17;0;0.18005304;0;train
2010-10-17;0;0.2586096;0;train
2010-10-17;0;0.324492;0;train
2010-10-17;0;0.007351733;0;train
2010-10-17;1;0.66425055;1;train
2010-10-17;0;0.21549007;0;train
2010-10-17;0;0.012720971;0;train
2010-10-17;0;0.05930407;0;train
2010-10-17;0;0.31791607;0;train
2010-10-17;0;0.012422628;0;train
2010-10-18;0;0.03519028;0;train
2010-10-18;0;0.012730587;0;train
2010-10-18;1;0.7882513;1;train
2010-10-18;0;0.05868124;0;train
2010-10-18;0;0.069153;0;train
2010-10-18;0;0.5545261;1;train
2010-10-18;0;0.04023495;0;train
2010-10-18;0;0.030222258;0;train
2010-10-18;0;0.0070213573;0;train
2010-10-18;0;0.015316995;0;train
2010-10-18;0;0.15909636;0;train
2010-10-18;0;0.015276414;0;train
2010-10-18;1;0.12172566;0;train
2010-10-18;0;0.022748176;0;train
2010-10-18;1;0.46786916;0;train
2010-10-18;0;0.09712474;0;train
2010-10-18;0;0.071613625;0;train
2010-10-18;0;0.007951414;0;train
2010-10-18;1;0.04530774;0;train
2010-10-18;0;0.011862971;0;train
2010-10-18;1;0.22480665;0;train
2010-10-19;0;0.0087628495;0;train
2010-10-19;0;0.014000283;0;train
2010-10-19;0;0.22982664;0;train
2010-10-19;0;0.058392964;0;train
2010-10-19;0;0.02252436;0;train
2010-10-19;0;0.048897568;0;train
2010-10-19;0;0.050545763;0;train
2010-10-19;0;0.02346721;0;train
2010-10-19;0;0.021268876;0;train
2010-10-19;0;0.05005506;0;train
2010-10-19;0;0.010301701;0;train
2010-10-19;0;0.07587879;0;train
2010-10-19;0;0.05684131;0;train
2010-10-19;0;0.021937842;0;train
2010-10-19;0;0.029082576;0;train
2010-10-19;0;0.0019444348;0;train
2010-10-19;0;0.066364594;0;train
2010-10-19;0;0.10487852;0;train
2010-10-19;1;0.20748886;0;train
2010-10-19;0;0.08523776;0;train
2010-10-20;1;0.65303093;1;train
2010-10-20;0;0.022167385;0;train
2010-10-20;0;0.027431238;0;train
2010-10-20;1;0.2226589;0;train
2010-10-20;0;0.038346462;0;train
2010-10-20;0;0.060605317;0;train
2010-10-20;0;0.019687247;0;train
2010-10-20;0;0.0031389631;0;train
2010-10-20;1;0.68972754;1;train
2010-10-20;0;0.3230544;0;train
2010-10-20;0;0.011453691;0;train
2010-10-20;0;0.016118232;0;train
2010-10-20;1;0.75743514;1;train
2010-10-20;0;0.012863784;0;train
2010-10-20;0;0.006786472;0;train
2010-10-20;1;0.8157972;1;train
2010-10-20;0;0.02185049;0;train
2010-10-20;0;0.013701278;0;train
2010-10-20;1;0.58395827;1;train
2010-10-20;0;0.043864734;0;train
2010-10-20;0;0.029286947;0;train
2010-10-20;0;0.025669204;0;train
2010-10-21;0;0.011099474;0;train
2010-10-21;0;0.07680432;0;train
2010-10-21;0;0.050228182;0;train
2010-10-21;0;0.06733578;0;train
2010-10-21;0;0.004649967;0;train
2010-10-21;0;0.011437015;0;train
2010-10-21;0;0.035785317;0;train
2010-10-21;0;0.059649706;0;train
2010-10-21;0;0.0141394995;0;train
2010-10-21;0;0.012550279;0;train
2010-10-21;1;0.8849777;1;train
2010-10-21;0;0.21123095;0;train
2010-10-21;0;0.5280959;0;train
2010-10-21;0;0.002593692;0;train
2010-10-21;0;0.044196934;0;train
2010-10-21;0;0.05284634;0;train
2010-10-21;0;0.028885797;0;train
2010-10-21;0;0.786548;1;train
2010-10-21;0;0.08318382;0;train
2010-10-21;1;0.9485399;1;train
2010-10-22;0;0.3880283;0;train
2010-10-22;1;0.779194;1;train
2010-10-22;1;0.19388404;0;train
2010-10-22;1;0.362507;0;train
2010-10-22;1;0.25892982;0;train
2010-10-22;0;0.03266853;0;train
2010-10-22;0;0.0060632867;0;train
2010-10-22;0;0.71816903;1;train
2010-10-22;0;0.0863191;0;train
2010-10-22;0;0.030328522;0;train
2010-10-22;1;0.16174753;0;train
2010-10-22;0;0.0625863;0;train
2010-10-22;0;0.039823655;0;train
2010-10-22;0;0.41796717;0;train
2010-10-22;0;0.050132252;0;train
2010-10-22;1;0.34778166;0;train
2010-10-22;0;0.03166329;0;train
2010-10-22;0;0.14603497;0;train
2010-10-22;1;0.22179918;0;train
2010-10-22;0;0.06414586;0;train
2010-10-22;0;0.10648449;0;train
2010-10-22;1;0.6398359;1;train
2010-10-23;0;0.34549615;0;train
2010-10-23;0;0.0076511875;0;train
2010-10-23;0;0.032333463;0;train
2010-10-23;1;0.32763833;0;train
2010-10-23;0;0.025005106;0;train
2010-10-23;0;0.13446759;0;train
2010-10-23;0;0.033341214;0;train
2010-10-23;0;0.05923687;0;train
2010-10-23;0;0.028631303;0;train
2010-10-23;0;0.07405893;0;train
2010-10-23;0;0.029215502;0;train
2010-10-23;0;0.2592966;0;train
2010-10-23;0;0.060538404;0;train
2010-10-23;0;0.033411454;0;train
2010-10-23;1;0.047766294;0;train
2010-10-23;0;0.021396546;0;train
2010-10-23;1;0.88392806;1;train
2010-10-23;0;0.02169542;0;train
2010-10-23;1;0.63379645;1;train
2010-10-23;0;0.535081;0;train
2010-10-24;0;0.008458419;0;train
2010-10-24;1;0.659586;1;train
2010-10-24;0;0.03971241;0;train
2010-10-24;0;0.018195795;0;train
2010-10-24;0;0.021031285;0;train
2010-10-24;0;0.014084232;0;train
2010-10-24;1;0.79828024;1;train
2010-10-24;0;0.18286282;0;train
2010-10-24;0;0.2962581;0;train
2010-10-24;0;0.033568367;0;train
2010-10-24;1;0.8787001;1;train
2010-10-24;0;0.0043753455;0;train
2010-10-24;0;0.03223943;0;train
2010-10-24;0;0.038449246;0;train
2010-10-24;0;0.16953342;0;train
2010-10-24;1;0.1670115;0;train
2010-10-24;0;0.08264697;0;train
2010-10-24;0;0.007830487;0;train
2010-10-24;0;0.034325622;0;train
2010-10-25;0;0.005665842;0;train
2010-10-25;0;0.027469518;0;train
2010-10-25;0;0.019121546;0;train
2010-10-25;0;0.005191077;0;train
2010-10-25;1;0.18152615;0;train
2010-10-25;0;0.008648592;0;train
2010-10-25;0;0.02623869;0;train
2010-10-25;0;0.026040897;0;train
2010-10-25;0;0.24848437;0;train
2010-10-25;0;0.033671297;0;train
2010-10-25;0;0.07187014;0;train
2010-10-25;0;0.01950861;0;train
2010-10-25;0;0.033682097;0;train
2010-10-25;0;0.21122801;0;train
2010-10-25;0;0.008179902;0;train
2010-10-25;0;0.57886386;1;train
2010-10-25;0;0.034578066;0;train
2010-10-25;0;0.17825747;0;train
2010-10-25;1;0.6038696;1;train
2010-10-25;0;0.022448529;0;train
2010-10-26;0;0.14265323;0;train
2010-10-26;0;0.068727374;0;train
2010-10-26;0;0.44045836;0;train
2010-10-26;0;0.070577;0;train
2010-10-26;0;0.03302554;0;train
2010-10-26;0;0.2112975;0;train
2010-10-26;0;0.011909033;0;train
2010-10-26;0;0.009813463;0;train
2010-10-26;0;0.055122767;0;train
2010-10-26;0;0.015361857;0;train
2010-10-26;0;0.16590218;0;train
2010-10-26;0;0.018772151;0;train
2010-10-26;0;0.060248017;0;train
2010-10-26;1;0.38106674;0;train
2010-10-26;1;0.44537568;0;train
2010-10-26;0;0.3795977;0;train
2010-10-26;0;0.62214136;1;train
2010-10-26;0;0.3110303;0;train
2010-10-26;0;0.07030488;0;train
2010-10-26;0;0.0050192564;0;train
2010-10-26;1;0.28477874;0;train
2010-10-27;0;0.07356182;0;train
2010-10-27;1;0.7650556;1;train
2010-10-27;1;0.35969117;0;train
2010-10-27;0;0.065573424;0;train
2010-10-27;0;0.05496304;0;train
2010-10-27;0;0.10642872;0;train
2010-10-27;0;0.09797879;0;train
2010-10-27;0;0.011558395;0;train
2010-10-27;0;0.009481324;0;train
2010-10-27;0;0.023570942;0;train
2010-10-27;1;0.3523921;0;train
2010-10-27;0;0.07760079;0;train
2010-10-27;0;0.11471614;0;train
2010-10-27;0;0.09527556;0;train
2010-10-27;0;0.044204824;0;train
2010-10-27;1;0.56767434;1;train
2010-10-27;1;0.2509731;0;train
2010-10-27;1;0.47510383;0;train
2010-10-27;0;0.07156881;0;train
2010-10-27;0;0.0073291697;0;train
2010-10-27;0;0.00269281;0;train
2010-10-28;0;0.07423025;0;train
2010-10-28;0;0.040095333;0;train
2010-10-28;0;0.16541176;0;train
2010-10-28;0;0.008427808;0;train
2010-10-28;0;0.0337232;0;train
2010-10-28;0;0.14492835;0;train
2010-10-28;0;0.09347941;0;train
2010-10-28;1;0.29598492;0;train
2010-10-28;0;0.24702092;0;train
2010-10-28;0;0.03703221;0;train
2010-10-28;0;0.05506195;0;train
2010-10-28;1;0.83814603;1;train
2010-10-28;0;0.012166938;0;train
2010-10-28;0;0.075775005;0;train
2010-10-28;0;0.2837534;0;train
2010-10-28;0;0.013223936;0;train
2010-10-28;0;0.08740809;0;train
2010-10-28;0;0.21520981;0;train
2010-10-28;0;0.19871901;0;train
2010-10-28;0;0.015714701;0;train
2010-10-28;1;0.35232306;0;train
2010-10-29;1;0.6468724;1;train
2010-10-29;0;0.050304294;0;train
2010-10-29;0;0.105054915;0;train
2010-10-29;1;0.80340433;1;train
2010-10-29;0;0.22948818;0;train
2010-10-29;1;0.4091514;0;train
2010-10-29;1;0.60390586;1;train
2010-10-29;0;0.06682041;0;train
2010-10-29;0;0.009055829;0;train
2010-10-29;1;0.6944819;1;train
2010-10-29;1;0.31901124;0;train
2010-10-29;1;0.9696739;1;train
2010-10-29;0;0.016606139;0;train
2010-10-29;0;0.064914666;0;train
2010-10-29;0;0.24082342;0;train
2010-10-29;0;0.36171725;0;train
2010-10-29;0;0.07083085;0;train
2010-10-29;0;0.14284897;0;train
2010-10-29;0;0.1335763;0;train
2010-10-29;0;0.006717909;0;train
2010-10-29;1;0.9524922;1;train
2010-10-29;0;0.059028234;0;train
2010-10-30;0;0.30375707;0;train
2010-10-30;0;0.123486646;0;train
2010-10-30;1;0.9755647;1;train
2010-10-30;1;0.9401979;1;train
2010-10-30;1;0.86328095;1;train
2010-10-30;1;0.49533558;0;train
2010-10-30;0;0.008630422;0;train
2010-10-30;0;0.65792704;1;train
2010-10-30;0;0.06285942;0;train
2010-10-30;0;0.003358565;0;train
2010-10-30;1;0.653233;1;train
2010-10-30;0;0.0927273;0;train
2010-10-30;1;0.9626131;1;train
2010-10-30;0;0.17476884;0;train
2010-10-30;1;0.7402263;1;train
2010-10-30;0;0.06257412;0;train
2010-10-30;0;0.096443966;0;train
2010-10-30;1;0.9430656;1;train
2010-10-31;0;0.095146865;0;train
2010-10-31;0;0.20328413;0;train
2010-10-31;0;0.22256969;0;train
2010-10-31;0;0.041617833;0;train
2010-10-31;1;0.61522835;1;train
2010-10-31;0;0.35129035;0;train
2010-10-31;0;0.16167517;0;train
2010-10-31;0;0.005939402;0;train
2010-10-31;0;0.032635894;0;train
2010-10-31;1;0.45780233;0;train
2010-10-31;0;0.25794727;0;train
2010-10-31;0;0.4509533;0;train
2010-10-31;0;0.09170682;0;train
2010-10-31;0;0.15635048;0;train
2010-10-31;0;0.44482672;0;train
2010-10-31;0;0.11212402;0;train
2010-10-31;1;0.57346004;1;train
2010-10-31;1;0.9158355;1;train
2010-10-31;0;0.010213908;0;train
2010-11-01;1;0.7334015;1;train
2010-11-01;1;0.61623335;1;train
2010-11-01;0;0.012072908;0;train
2010-11-01;0;0.24609509;0;train
2010-11-01;0;0.058023173;0;train
2010-11-01;0;0.0038662162;0;train
2010-11-01;0;0.4868089;0;train
2010-11-01;0;0.23174533;0;train
2010-11-01;0;0.2716331;0;train
2010-11-01;1;0.8921796;1;train
2010-11-01;0;0.02114595;0;train
2010-11-01;0;0.31703663;0;train
2010-11-01;0;0.01717947;0;train
2010-11-01;0;0.2139758;0;train
2010-11-01;0;0.0043262714;0;train
2010-11-01;0;0.089793876;0;train
2010-11-01;1;0.49464726;0;train
2010-11-01;0;0.16483283;0;train
2010-11-01;1;0.83272964;1;train
2010-11-01;1;0.5599536;1;train
2010-11-02;0;0.007928417;0;train
2010-11-02;1;0.83823;1;train
2010-11-02;0;0.0040730922;0;train
2010-11-02;0;0.06927261;0;train
2010-11-02;1;0.5786873;1;train
2010-11-02;1;0.97643936;1;train
2010-11-02;0;0.548675;0;train
2010-11-02;0;0.02259081;0;train
2010-11-02;1;0.80019003;1;train
2010-11-02;0;0.018431796;0;train
2010-11-02;0;0.06471391;0;train
2010-11-02;0;0.35761592;0;train
2010-11-02;0;0.20494252;0;train
2010-11-02;1;0.46899888;0;train
2010-11-02;0;0.19419023;0;train
2010-11-02;0;0.009971371;0;train
2010-11-02;0;0.021294223;0;train
2010-11-02;0;0.0055994326;0;train
2010-11-02;0;0.021140195;0;train
2010-11-02;0;0.6847451;1;train
2010-11-03;0;0.0058049173;0;train
2010-11-03;1;0.66589266;1;train
2010-11-03;0;0.00792126;0;train
2010-11-03;0;0.17472778;0;train
2010-11-03;0;0.0084965;0;train
2010-11-03;0;0.013514349;0;train
2010-11-03;0;0.082020074;0;train
2010-11-03;0;0.0067964373;0;train
2010-11-03;0;0.077766396;0;train
2010-11-03;1;0.24636176;0;train
2010-11-03;0;0.1151675;0;train
2010-11-03;0;0.221282;0;train
2010-11-03;0;0.1784175;0;train
2010-11-03;0;0.034791242;0;train
2010-11-03;1;0.6290581;1;train
2010-11-03;1;0.23960347;0;train
2010-11-03;0;0.032194644;0;train
2010-11-03;1;0.13485481;0;train
2010-11-03;1;0.1452421;0;train
2010-11-03;0;0.040641803;0;train
2010-11-03;1;0.5992976;1;train
2010-11-04;0;0.4808188;0;train
2010-11-04;0;0.43950984;0;train
2010-11-04;0;0.051529355;0;train
2010-11-04;0;0.05731252;0;train
2010-11-04;1;0.60021174;1;train
2010-11-04;0;0.056580666;0;train
2010-11-04;0;0.0062267454;0;train
2010-11-04;0;0.05692559;0;train
2010-11-04;0;0.12051047;0;train
2010-11-04;1;0.8668371;1;train
2010-11-04;0;0.068947144;0;train
2010-11-04;1;0.5633994;1;train
2010-11-04;0;0.08067655;0;train
2010-11-04;0;0.009309503;0;train
2010-11-04;0;0.0705435;0;train
2010-11-04;0;0.37337303;0;train
2010-11-04;0;0.072015785;0;train
2010-11-04;0;0.45195493;0;train
2010-11-04;1;0.52807796;0;train
2010-11-04;0;0.0035717953;0;train
2010-11-04;0;0.009414341;0;train
2010-11-04;0;0.4284312;0;train
2010-11-05;1;0.6849628;1;train
2010-11-05;0;0.043478306;0;train
2010-11-05;0;0.0056760544;0;train
2010-11-05;0;0.2694796;0;train
2010-11-05;0;0.010064999;0;train
2010-11-05;0;0.089934334;0;train
2010-11-05;0;0.04712372;0;train
2010-11-05;0;0.024158409;0;train
2010-11-05;0;0.018250462;0;train
2010-11-05;0;0.10507522;0;train
2010-11-05;1;0.52800286;0;train
2010-11-05;1;0.85691804;1;train
2010-11-05;0;0.34379807;0;train
2010-11-05;0;0.027104273;0;train
2010-11-05;0;0.033839546;0;train
2010-11-05;0;0.16986828;0;train
2010-11-05;0;0.017477373;0;train
2010-11-05;0;0.018949246;0;train
2010-11-05;1;0.98045945;1;train
2010-11-05;1;0.4071954;0;train
2010-11-05;0;0.03475172;0;train
2010-11-05;0;0.00784467;0;train
2010-11-06;0;0.042699035;0;train
2010-11-06;0;0.0347963;0;train
2010-11-06;0;0.06622175;0;train
2010-11-06;0;0.012962177;0;train
2010-11-06;0;0.05920202;0;train
2010-11-06;0;0.07128272;0;train
2010-11-06;0;0.033070613;0;train
2010-11-06;1;0.02777307;0;train
2010-11-06;0;0.33517292;0;train
2010-11-06;0;0.032629494;0;train
2010-11-06;0;0.023635756;0;train
2010-11-06;0;0.005099177;0;train
2010-11-06;0;0.052663554;0;train
2010-11-06;0;0.020743307;0;train
2010-11-06;0;0.073657155;0;train
2010-11-06;0;0.27883565;0;train
2010-11-06;0;0.22359793;0;train
2010-11-06;1;0.88014376;1;train
2010-11-06;0;0.008491965;0;train
2010-11-07;1;0.10133081;0;train
2010-11-07;0;0.079780996;0;train
2010-11-07;0;0.30669606;0;train
2010-11-07;0;0.027807273;0;train
2010-11-07;0;0.3668112;0;train
2010-11-07;0;0.063199855;0;train
2010-11-07;0;0.029535279;0;train
2010-11-07;0;0.036762476;0;train
2010-11-07;0;0.1598294;0;train
2010-11-07;0;0.16159609;0;train
2010-11-07;0;0.1301471;0;train
2010-11-07;0;0.23024096;0;train
2010-11-07;0;0.6799961;1;train
2010-11-07;0;0.13998435;0;train
2010-11-07;0;0.6616694;1;train
2010-11-07;0;0.016767211;0;train
2010-11-07;0;0.49685147;0;train
2010-11-07;0;0.22633463;0;train
2010-11-07;0;0.029034546;0;train
2010-11-07;1;0.35269678;0;train
2010-11-08;0;0.13572887;0;train
2010-11-08;1;0.6363814;1;train
2010-11-08;0;0.103794925;0;train
2010-11-08;0;0.18445277;0;train
2010-11-08;0;0.4416043;0;train
2010-11-08;1;0.2388742;0;train
2010-11-08;0;0.26528352;0;train
2010-11-08;0;0.23624705;0;train
2010-11-08;0;0.012433091;0;train
2010-11-08;0;0.12691669;0;train
2010-11-08;1;0.42647308;0;train
2010-11-08;0;0.07218119;0;train
2010-11-08;0;0.028696243;0;train
2010-11-08;0;0.33039576;0;train
2010-11-08;0;0.04427331;0;train
2010-11-08;0;0.21535589;0;train
2010-11-08;0;0.17784075;0;train
2010-11-08;0;0.11141123;0;train
2010-11-08;0;0.12299184;0;train
2010-11-08;1;0.447443;0;train
2010-11-08;0;0.21394655;0;train
2010-11-09;0;0.031398416;0;train
2010-11-09;0;0.047532186;0;train
2010-11-09;0;0.098996595;0;train
2010-11-09;0;0.47230867;0;train
2010-11-09;0;0.011861652;0;train
2010-11-09;0;0.044451166;0;train
2010-11-09;0;0.21591686;0;train
2010-11-09;0;0.0070567583;0;train
2010-11-09;1;0.37055504;0;train
2010-11-09;0;0.15312265;0;train
2010-11-09;0;0.016305888;0;train
2010-11-09;0;0.42417866;0;train
2010-11-09;0;0.035631627;0;train
2010-11-09;0;0.7421373;1;train
2010-11-09;0;0.19996281;0;train
2010-11-09;0;0.006142076;0;train
2010-11-09;0;0.12391996;0;train
